Backbone,Cation,Sample,smiles1,smiles2,smiles3,c1,c2,c3,additive_name_1,additive_name_2,additive_smiles1,additive_smiles2,additive_smiles3,additivec1,additivec2,additivec3,solvent,solvent_conc(M),stab_temp,RH(%),lw,Temp(C),EXP_IEC,prop,time(h),value,DOI
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,81,19,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.66,WU(wt%),0,25.1,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,64,36,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.47,WU(wt%),0,48.7,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.98,WU(wt%),0,53.9,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.98,WU(wt%),0,54.5,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,1.98,WU(wt%),0,58.4,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,67,33,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.62,WU(wt%),0,73.8,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,73,27,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.88,WU(wt%),0,99.5,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.99,WU(wt%),0,143.6,https://doi.org/10.1016/j.memsci.2016.05.058
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,25,,EB(%),0,5.4,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,25,,EB(%),0,13.1,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,25,,EB(%),0,43.5,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,25,,EB(%),0,61.8,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,N/A,,IEC,0,1.01,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,N/A,,IEC,0,1.51,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,N/A,,IEC,0,1.86,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,N/A,,IEC,0,2.63,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,30,,OHCond(mS/cm),0,9.47,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,30,,OHCond(mS/cm),0,13.11,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,40,,OHCond(mS/cm),0,13.32,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,40,,OHCond(mS/cm),0,17.3,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,50,,OHCond(mS/cm),0,17.75,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,30,,OHCond(mS/cm),0,18.91,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,40,,OHCond(mS/cm),0,20.75,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,30,,OHCond(mS/cm),0,21.92,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,60,,OHCond(mS/cm),0,22.92,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,50,,OHCond(mS/cm),0,23.38,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,40,,OHCond(mS/cm),0,25.39,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,50,,OHCond(mS/cm),0,28.93,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,70,,OHCond(mS/cm),0,29.37,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,60,,OHCond(mS/cm),0,29.57,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),1320,30.67,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),1200,30.9,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),815,31.18,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),1078,31.24,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),647,31.62,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,50,,OHCond(mS/cm),0,32.2,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),503,32.26,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),407,34.11,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),240,35.43,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),312,35.43,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,60,,OHCond(mS/cm),0,37.27,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),120,37.86,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,70,,OHCond(mS/cm),0,38.84,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),72,39.11,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),48,39.81,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,80,,OHCond(mS/cm),0,40.14,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,KOH,4,60,100,1,25,,OHCond(mS/cm),24,41.12,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,60,,OHCond(mS/cm),0,41.12,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,70,,OHCond(mS/cm),0,45.7,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,80,,OHCond(mS/cm),0,50.92,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,70,,OHCond(mS/cm),0,54.69,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,80,,OHCond(mS/cm),0,60.18,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,80,,OHCond(mS/cm),0,72.26,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,30,,Swelling(%),0,22.4,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,30,,Swelling(%),0,28.6,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,60,,Swelling(%),0,29.2,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,60,,Swelling(%),0,37.5,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,30,,Swelling(%),0,41.9,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,60,,Swelling(%),0,52.4,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,30,,Swelling(%),0,53.7,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,60,,Swelling(%),0,69.9,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,25,,TS(MPa),0,16,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,25,,TS(MPa),0,27.8,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,25,,TS(MPa),0,32.2,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,25,,TS(MPa),0,36.7,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,30,,WU(wt%),0,29.5,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-60,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,60,60,0,N/A,N/A,N/A,100,1,60,,WU(wt%),0,36.6,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,30,,WU(wt%),0,39.4,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-50,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,50,50,0,N/A,N/A,N/A,100,1,60,,WU(wt%),0,49.1,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,30,,WU(wt%),0,73.9,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-40,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,40,40,0,N/A,N/A,N/A,100,1,60,,WU(wt%),0,90.7,https://doi.org/10.1016/j.memsci.2016.07.006
Polyvinyl alcohol,Im,PP-30,[*]CC(O)[*],*CC*,*CC*,100,0,0,Polyvinylbenzyl chloride,Polyvinyl Imidazolium,[*]CC(C1=CC=C(C)C=C1)[*],[*]CC(N1C=[N+](C)C=C1)[*],*CC*,30,30,0,N/A,N/A,N/A,100,1,30,,WU(wt%),0,98,https://doi.org/10.1016/j.memsci.2016.07.006
