,smiles1,smiles2,smiles3,c1,c2,c3,OHCond(mS/cm)_predicted,WU(wt%)_predicted,Swelling(%)_predicted,OHCond(mS/cm)_error,WU(wt%)_error,Swelling(%)_error,OHCond(mS/cm)_predicted_scaled,WU(wt%)_predicted_scaled,Swelling(%)_predicted_scaled,OHCond(mS/cm)_scaled_error,WU(wt%)_scaled_error,Swelling(%)_scaled_error,OHCond(mS/cm)_EI,WU(wt%)_EI,Swelling(%)_EI,Total_EI
181,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],C[N+](C)(C)CC(O)CN(Cc2cc(c1ccc(O*)cc1)ccc2Oc4ccc(S(=O)(=O)c3ccc(*)cc3)cc4)CC(O)C[N+](C)(C)C,0.6000000000000001,0.2,0.2,2.0164825186755397,1.4982745469569714,1.3010677897011038,1.31152496956244,1.4019299858801222,1.0994092327302245,0.07608312342569334,0.8749090137086011,0.6174939228864811,0.7556362394572199,0.7390615383045938,0.7599015561904565,0.18358471145552985,0.22469456268275637,0.19441560756591747,0.6026948817042037
182,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,CCc3cc(C(C)(C)c2cc(CC)c(Oc1cccc(*)c1C#N)c(CC)c2)cc(C[N+](C)(C)CCN(C)C)c3O*.[OH-],C[N+](C)(C)CC(O)CN(Cc2cc(c1ccc(O*)cc1)ccc2Oc4ccc(S(=O)(=O)c3ccc(*)cc3)cc4)CC(O)C[N+](C)(C)C,0.6000000000000001,0.2,0.2,2.0569126700413025,1.5133215367904918,1.2941186311251198,1.2676978872163944,1.3561542551129002,1.0617516173754995,0.26542821158690266,0.9161182215212902,0.6095237706473888,0.7255720001804111,0.7079982453575084,0.7263576131813666,0.21826091963724978,0.19943970943962186,0.18394380080127415,0.6016444298781458
183,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[N+]4(C)CCC(*)(c3ccc(c2ccc(c1ccc(*)cc1)cc2)cc3)CC4.[OH-],C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],0.7000000000000001,0.1,0.2,2.0411187177351215,1.2819550344193233,1.2690981011434719,1.0746558391289687,1.1527215958948478,0.8867569432339634,0.19146095717884215,0.2824745238384083,0.5808271405624623,0.5931501730014626,0.5699493670025197,0.5704791455459637,0.13813775677063858,0.32835560407178394,0.13409331426288137,0.600586675105304
184,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,CC(C)C(C*)*,Cc1c(O*)c(C[N+](C)(CCCCCCCN(C)C)C)cc(C2(c3c(c4c2cccc4)cccc3)c5cc(C[N+](C)(C)CCCCCCCN(C)C)c(Oc6ccc(S(=O)(c7ccc(*)cc7)=O)cc6)c(CBr)c5)c1.[OH-],0.6000000000000001,0.1,0.3,2.066034598565492,1.499052505400986,1.3890845331500588,1.277053175261114,1.3653244343470563,1.058823926510433,0.3081486146095713,0.8770396093655224,0.7184423812079936,0.7319894846038363,0.7142211053567602,0.7237497397246713,0.2336067468624399,0.2122423618597665,0.15438933537469823,0.6002384440969046
185,*C1=C(Br)C(C)=C(O*)C(C)=C1,*C1=CC(CN2N=NC(C[N+](C)(C)CCCCCCCCCCCCCC)=C2)=C(C(C)=C1)O*.[Br-],Cc5cc(C(Br)(c1ccccc1)c4cc(C)c(Oc3ccc(C(=O)c2ccc(*)cc2)cc3)c(C[N+](C)(C)C)c4)cc(C)c5O*.[Br-],0.3,0.4,0.3,2.06070988792932,1.5400462088903948,1.4030504733560312,1.260207081778981,1.3436818091490672,1.2167774471481059,0.2832115869017624,0.9893091107606455,0.7344602441458672,0.7204335023614538,0.699534475664537,0.8644486088497023,0.22072232153981688,0.17817012963162177,0.20131794039571163,0.6002103915671503
186,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,C[N+](C)(C)CCCCCCCCCC(C*)*.[OH-],C[n+]%11ccn(CCCCCCOc%10cc(C8(c5cc(OCCCCCCn1cc[n+](C)c1)c(Oc3ccc(S(=O)(=O)c2ccc(*)cc2)cc3)c(OCCCCCn4cc[n+](C)c4)c5)c6ccccc6c7ccccc78)cc(OCCCCCCn9cc[n+](C)c9)c%10O*)c%11.[Br-],0.7000000000000001,0.1,0.2,2.1601286897013625,1.4670897643470773,1.4078285759876616,1.0989504701808432,1.1787588916875664,0.9099140582831751,0.7488161209068025,0.7895032148489625,0.7399403616265234,0.6098156584042628,0.5876182088364612,0.5911066053611597,0.32015002137768045,0.17470881480878736,0.1047921134912971,0.5996509496777649
187,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,CCCCCCCC[N+]4(C)CCC(*)(c3ccc(c2ccc(c1ccc(*)cc1)cc2)cc3)CC4.[OH-],CCc3cc(C(C)(C)c2cc(CC)c(Oc1cccc(*)c1C#N)c(CC)c2)cc(C[N+](C)(C)CCN(C)C)c3O*.[OH-],0.6000000000000001,0.2,0.2,2.0074493353286194,1.4548694491446563,1.226862165255532,1.261827350039738,1.3493893687926213,1.0459328897694848,0.03377833753148529,0.756035423996118,0.5323857594503962,0.7215449642721372,0.7034076109318308,0.712266904242573,0.15885061659913208,0.23979833316360186,0.2009536079475068,0.5996025577102407
188,*C1=C(Br)C(C)=C(O*)C(C)=C1,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,CC1=[N+](C=CN1CCCCCCC2(c3c(c4c2cc(c5ccc(Oc6ccc(S(=O)(c7ccc(*)cc7)=O)cc6)cc5)cc4)ccc(c8ccc(O*)cc8)c3)CCCCCCN9C=C[N+](C)=C9C)C.[Br-],0.0,0.6000000000000001,0.4,2.0168590133669864,1.367652278817997,1.289548736317661,1.1948797440771493,1.2806481017247777,0.9831791389758573,0.07784634760705345,0.5171736625015169,0.6042824515820908,0.6756206467741831,0.6567599642270563,0.6563682972702664,0.14873352409677904,0.2900038066673214,0.15925078261573444,0.5979881133798348
189,*C1=C(Br)C(C)=C(O*)C(C)=C1,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[OH-],CCCC[n+]1ccn(C(C*)*)c1.[OH-],0.4,0.5,0.1,2.0408686176900894,1.5070729524198836,1.3885880375693418,1.285290713027398,1.3716483502997914,1.154935725707732,0.1902896725440808,0.8990052165473736,0.7178729388329086,0.7376402213903259,0.7185124984272826,0.8093624022474133,0.20378541922403404,0.20865672867451948,0.18540633165647835,0.5978484795550318
190,CC(C)(c3ccc(Oc2ccc(S(=O)(=O)c1ccc(O*)cc1)cc2)cc3)c4ccc(*)cc4,CC1=[N+](C=CN1CCCCCCC2(c3c(c4c2cc(c5ccc(Oc6ccc(S(=O)(c7ccc(*)cc7)=O)cc6)cc5)cc4)ccc(c8ccc(O*)cc8)c3)CCCCCCN9C=C[N+](C)=C9C)C.[Br-],O=S(=O)(c6ccc(Oc5ccc(C4(c1ccc(O*)cc1)c2ccccc2c3ccccc34)cc5)cc6)c7ccc(*)cc7,0.5,0.4,0.1,2.088756053194289,1.5098027283124045,1.3892340156904897,1.249846757769618,1.3401690792894259,1.0275313563479536,0.4145591939546609,0.9064812568239713,0.7186138262241482,0.7133265893905323,0.6971507462331294,0.6958755320710407,0.25643476763434525,0.1967726592976304,0.1445658772793447,0.5977733042113204
