,smiles1,smiles2,smiles3,c1,c2,c3,stab_temp,RH(%),Temp(C),prop,time(h),value,theor_IEC,solvent_NaOH,solvent_KOH,additive_glutaraldehyde,additive_1-vinyl-propyltriethoxysilane-imidazolium,additive_Polyvinylbenzyl chloride,additive_phenyl-Silsesquioxane,additive_Im-phenyl-Silsesquioxane,additive_QA-Silsesquioxane,additive_hexanedithiol,additive_octanedithiol,additive_PEG,additive_PE,additive_ZrO2,additive_diethanediol,additive_halloysite_nanotube,additive_Polyvinyl Imidazolium,additive_PAGE
0,Cn5c(c2c(c1ccc(*)cc1)cccc2c3ccc(*)cc3)[n+](C)c4ccccc45.[OH-],*CC*,*CC*,100.0,0.0,0.0,25.0,50.0,22.0,OHCond(mS/cm),0.0,1.114,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53.0,47.0,0.0,25.0,100.0,25.0,OHCond(mS/cm),0.0,0.949,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,85.0,15.0,0.0,25.0,100.0,25.0,OHCond(mS/cm),0.0,0.975,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53.0,47.0,0.0,25.0,100.0,30.0,OHCond(mS/cm),0.0,0.985,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67.0,33.0,0.0,25.0,100.0,25.0,OHCond(mS/cm),0.0,1.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53.0,47.0,0.0,25.0,100.0,40.0,OHCond(mS/cm),0.0,1.102,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67.0,33.0,0.0,25.0,100.0,30.0,OHCond(mS/cm),0.0,1.119,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53.0,47.0,0.0,25.0,100.0,50.0,OHCond(mS/cm),0.0,1.157,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53.0,47.0,0.0,25.0,100.0,60.0,OHCond(mS/cm),0.0,1.21,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53.0,47.0,0.0,25.0,100.0,70.0,OHCond(mS/cm),0.0,1.271,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67.0,33.0,0.0,25.0,100.0,40.0,OHCond(mS/cm),0.0,1.301,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,53.0,47.0,0.0,25.0,100.0,75.0,OHCond(mS/cm),0.0,1.343,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,85.0,15.0,0.0,25.0,100.0,40.0,OHCond(mS/cm),0.0,1.368,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67.0,33.0,0.0,25.0,100.0,50.0,OHCond(mS/cm),0.0,1.395,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67.0,33.0,0.0,25.0,100.0,60.0,OHCond(mS/cm),0.0,1.477,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,85.0,15.0,0.0,25.0,100.0,50.0,OHCond(mS/cm),0.0,1.506,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67.0,33.0,0.0,25.0,100.0,70.0,OHCond(mS/cm),0.0,1.564,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,C[N+](C)(C)CC(O)C[N+](C)(C)Cc1cc(O*)ccc1Oc3ccc(C(=O)c2ccc(*)cc2)cc3.[OH-],Cc3cc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)ccc3O*,*CC*,67.0,33.0,0.0,25.0,100.0,75.0,OHCond(mS/cm),0.0,1.651,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,30.0,OHCond(mS/cm),0.0,-0.201,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,40.0,OHCond(mS/cm),0.0,-0.155,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,50.0,OHCond(mS/cm),0.0,-0.092,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,60.0,OHCond(mS/cm),0.0,0.009,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,70.0,OHCond(mS/cm),0.0,0.086,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc5ccc(Oc3ccc(O*)cc3[n+]4ccccc4)cc5[n+]6ccccc6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,80.0,OHCond(mS/cm),0.0,0.104,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,30.0,OHCond(mS/cm),0.0,0.401,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,40.0,OHCond(mS/cm),0.0,0.522,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,50.0,OHCond(mS/cm),0.0,0.625,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,60.0,OHCond(mS/cm),0.0,0.713,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,30.0,OHCond(mS/cm),0.0,0.78,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,70.0,OHCond(mS/cm),0.0,0.793,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,CCCC[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)CCCC)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,80.0,OHCond(mS/cm),0.0,0.852,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,40.0,OHCond(mS/cm),0.0,0.885,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,30.0,OHCond(mS/cm),0.0,0.934,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0.0,25.0,100.0,30.0,OHCond(mS/cm),0.0,0.947,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,50.0,OHCond(mS/cm),0.0,0.947,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,40.0,OHCond(mS/cm),0.0,1.023,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,60.0,OHCond(mS/cm),0.0,1.023,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0.0,25.0,100.0,40.0,OHCond(mS/cm),0.0,1.056,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,70.0,OHCond(mS/cm),0.0,1.092,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,50.0,OHCond(mS/cm),0.0,1.115,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0.0,25.0,100.0,50.0,OHCond(mS/cm),0.0,1.145,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,C[N+](C)(C)c1cc(O*)ccc1Oc4ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([N+](C)(C)C)c4.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,80.0,OHCond(mS/cm),0.0,1.161,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,60.0,OHCond(mS/cm),0.0,1.174,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0.0,25.0,100.0,60.0,OHCond(mS/cm),0.0,1.191,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0.0,25.0,100.0,70.0,OHCond(mS/cm),0.0,1.253,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,70.0,OHCond(mS/cm),0.0,1.263,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cc1n(C)cc[n+]1c2cc(O*)ccc2Oc6ccc(Oc4c(F)c(F)c(c3c(F)c(F)c(*)c(F)c3F)c(F)c4F)c([n+]5ccn(C)c5C)c6.[Cl-],*CC*,62.5,37.5,0.0,25.0,100.0,80.0,OHCond(mS/cm),0.0,1.309,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Fc2c(F)c(c1c(F)c(F)c(*)c(F)c1F)c(F)c(F)c2Oc4ccc(C(c3ccc(O*)cc3)(C(F)(F)F)C(F)(F)F)cc4,Cn6cc[n+](c1cc(O*)ccc1Oc5ccc(Oc3c(F)c(F)c(c2c(F)c(F)c(*)c(F)c2F)c(F)c3F)c([n+]4ccn(C)c4)c5)c6.[Cl-],*CC*,35.7,64.3,0.0,25.0,100.0,80.0,OHCond(mS/cm),0.0,1.316,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
